op_index,latency_ms
556,41.069
557,44.798
558,44.092
559,43.563
560,53.051
561,33.246
562,33.246
563,43.563
564,44.092
565,33.786
566,33.182
567,44.632
568,44.102
569,44.632
570,44.102
571,44.102
572,44.102
573,44.632
574,42.765
575,53.591
576,44.102
577,45.173
578,44.644
579,45.173
580,44.644
581,45.173
582,34.327
583,53.981
584,45.174
585,45.174
586,46.410
587,43.836
588,33.730
589,45.703
590,54.662
591,45.723
592,44.386
593,43.229
594,46.252
595,46.252
596,46.252
597,45.723
598,43.229
599,45.723
600,45.723
601,46.252
602,34.813
603,44.919
604,55.603
605,47.325
606,37.124
607,47.325
608,46.796
609,46.796
610,46.796
611,46.796
612,46.796
613,45.458
614,45.458
615,49.856
616,46.088
617,47.426
618,36.560
619,48.003
620,46.666
621,46.666
622,36.560
623,48.533
624,45.509
625,49.239
626,46.666
627,48.003
628,46.666
629,45.509
630,33.712
631,46.666
632,37.112
633,49.791
634,37.112
635,47.218
636,48.555
637,49.084
638,58.043
639,49.084
640,48.555
641,48.555
642,48.555
643,37.635
644,48.555
645,49.084
646,46.061
647,49.084
648,46.061
649,49.084
650,49.109
651,49.638
652,49.638
653,49.109
654,44.973
655,70.139
656,49.109
657,49.109
658,46.615
659,49.650
660,48.313
661,50.180
662,50.180
663,50.180
664,49.650
665,49.650
666,48.313
667,39.333
668,49.650
669,48.313
670,49.650
671,50.180
672,49.650
673,50.718
674,50.718
675,50.189
676,34.793
677,50.189
678,48.851
679,50.718
680,51.283
681,49.416
682,51.283
683,49.416
684,51.283
685,49.416
686,47.720
687,51.293
688,60.781
689,49.336
690,39.850
691,52.404
692,49.918
693,52.404
694,50.537
695,49.909
696,52.932
697,51.066
698,50.446
699,51.066
700,49.909
701,49.909
702,49.909
703,49.909
704,49.909
705,49.909
706,56.591
707,51.066
708,50.446
709,70.992
710,52.403
711,53.458
712,52.928
713,52.928
714,53.458
715,50.434
716,53.458
717,46.139
718,53.451
719,50.957
720,52.114
721,52.114
722,51.494
723,52.114
724,50.957
725,62.939
726,53.981
727,52.114
728,51.494
729,50.957
730,50.957
731,50.957
732,50.957
733,50.957
734,51.489
735,51.489
736,53.983
737,51.489
738,33.938
739,51.489
740,51.489
741,51.489
742,54.513
743,51.489
744,51.489
745,52.646
746,52.010
747,52.547
748,52.010
749,52.010
750,55.033
751,55.559
752,55.030
753,55.559
754,52.536
755,52.536
756,52.536
757,52.536
758,55.559
759,51.996
760,55.559
761,53.073
762,55.030
763,53.693
764,52.536
765,52.536
766,52.536
767,53.693
768,53.693
769,53.073
770,55.030
771,53.073
772,53.693
773,51.996
774,52.536
775,52.536
776,55.030
777,56.147
778,53.123
779,53.123
780,65.105
781,55.617
782,31.975
783,53.660
784,53.123
785,56.135
786,35.543
787,35.543
788,56.135
789,53.641
790,53.641
791,34.266
792,54.178
793,34.266
794,54.178
795,34.266
796,29.636
797,32.493
798,34.914
799,56.664
800,34.266
801,33.629
802,29.086
803,54.180
804,33.629
805,35.452
806,64.881
807,36.593
808,57.713
809,57.184
810,37.139
811,35.316
812,35.316
813,57.713
814,33.542
815,57.713
816,36.593
817,57.184
818,34.139
819,67.851
820,32.963
821,37.133
822,54.691
823,68.391
824,37.133
825,34.680
826,35.857
827,33.504
828,54.691
829,34.680
830,58.254
831,34.083
832,37.133
833,34.083
834,34.680
835,31.226
836,57.725
837,55.785
838,34.058
839,55.245
840,36.411
841,36.411
842,35.234
843,30.692
844,37.688
845,58.809
846,34.637
847,35.234
848,67.087
849,35.845
850,34.058
851,59.345
852,55.782
853,36.947
854,35.771
855,34.595
856,36.947
857,38.771
858,38.224
859,55.782
860,33.384
861,33.384
862,34.595
863,37.594
864,34.595
865,59.345
866,35.771
867,59.878
868,36.304
869,36.914
870,33.917
871,38.128
872,68.156
873,37.480
874,35.128
875,33.917
876,31.081
877,56.315
878,32.850
879,35.707
880,34.511
881,37.480
882,37.480
883,38.757
884,37.480
885,36.914
886,56.315
887,56.315
888,35.650
889,39.826
890,34.439
891,36.826
892,35.033
893,38.003
894,37.358
895,30.935
896,35.565
897,60.403
898,36.761
899,33.904
900,36.182
901,69.210
902,37.358
903,60.932
904,36.182
905,36.182
906,61.639
907,35.565
908,37.358
909,69.210
910,35.508
911,34.967
912,34.440
913,37.298
914,34.440
915,35.508
916,33.352
917,38.505
918,33.352
919,33.352
920,33.352
921,61.469
922,30.325
923,60.940
924,33.193
925,36.029
926,61.990
927,58.427
928,36.029
929,33.193
930,58.427
931,35.488
932,37.240
933,70.268
934,58.427
935,32.654
936,61.461
937,36.548
938,34.392
939,34.392
940,28.670
941,34.392
942,61.980
943,61.980
944,61.980
945,34.392
946,58.946
947,34.392
948,28.670
949,36.548
950,33.712
951,34.392
952,35.480
953,36.548
954,34.392
955,30.820
956,70.787
957,32.512
958,33.712
959,35.480
960,34.392
961,32.472
962,33.031
963,70.706
964,59.464
965,34.911
966,28.113
967,35.999
968,37.067
969,33.031
970,34.911
971,32.472
972,35.999
973,63.028
974,36.525
975,30.265
976,29.188
977,29.726
978,34.911
979,30.802
980,71.306
981,28.646
982,34.230
983,39.453
984,33.691
985,63.028
986,37.067
987,33.031
988,36.059
989,38.214
990,64.730
991,30.891
992,61.167
993,35.394
994,33.587
995,34.174
996,64.730
997,30.348
998,30.450
999,37.248
1000,30.450
1001,38.336
1002,37.248
1003,36.028
1004,37.825
1005,30.450
1006,36.567
1007,31.021
1008,65.406
1009,35.938
1010,36.598
1011,65.935
1012,37.818
1013,35.938
1014,65.935
1015,32.624
1016,66.463
1017,34.237
1018,62.900
1019,40.502
1020,62.900
1021,62.900
1022,34.774
1023,34.237
1024,66.486
1025,30.443
1026,33.713
1027,67.015
1028,63.452
1029,34.252
1030,33.713
1031,34.789
1032,30.424
1033,36.386
1034,67.001
1035,63.967
1036,63.967
1037,63.967
1038,63.967
1039,68.371
1040,65.111
1041,65.111
1042,68.675
1043,36.985
1044,36.455
1045,33.765
1046,89.719
1047,36.455
1048,37.529
1049,35.917
1050,68.689
1051,36.455
1052,37.497
1053,38.033
1054,32.616
1055,36.960
1056,38.579
1057,33.726
1058,69.193
1059,33.151
1060,39.116
1061,69.730
1062,34.263
1063,37.497
1064,66.696
1065,66.696
1066,80.396
1067,42.719
1068,69.730
1069,40.923
1070,33.153
1071,42.143
1072,40.923
1073,34.263
1074,66.696
1075,70.852
1076,38.626
1077,39.708
1078,40.296
1079,37.551
1080,34.856
1081,37.551
1082,34.856
1083,35.938
1084,39.708
1085,42.055
1086,67.289
1087,34.280
1088,39.163
1089,39.163
1090,39.708
1091,38.093
1092,37.555
1093,37.013
1094,33.246
1095,37.555
1096,70.866
1097,37.555
1098,67.832
1099,38.632
1100,36.480
1101,33.246
1102,32.194
1103,67.832
1104,31.619
1105,37.555
1106,34.288
1107,34.288
1108,67.302
1109,67.824
1110,37.002
1111,32.715
1112,35.920
1113,39.154
1114,33.238
1115,93.286
1116,32.715
1117,37.002
1118,38.077
1119,31.540
1120,36.440
1121,35.330
1122,33.235
1123,34.816
1124,36.984
1125,35.330
1126,38.597
1127,33.235
1128,68.873
1129,72.437
1130,72.968
1131,34.820
1132,36.972
1133,32.064
1134,72.439
1135,36.397
1136,32.592
1137,36.972
1138,34.820
1139,33.767
1140,39.667
1141,33.767
1142,44.160
1143,34.818
1144,32.593
1145,69.934
1146,36.391
1147,33.121
1148,35.877
1149,73.497
1150,93.493
1151,33.121
1152,72.968
1153,37.501
1154,94.321
1155,36.921
1156,74.028
1157,36.407
1158,94.529
1159,38.575
1160,74.028
1161,96.940
1162,38.554
1163,74.021
1164,37.979
1165,37.444
1166,37.979
1167,38.554
1168,37.444
1169,75.081
1170,82.759
1171,36.932
1172,36.932
1173,36.932
1174,39.084
1175,37.460
1176,34.177
1177,38.532
1178,75.109
1179,37.490
1180,75.109
1181,36.960
1182,34.734
1183,72.075
1184,39.642
1185,37.490
1186,38.532
1187,101.914
1188,96.463
1189,39.642
1190,75.638
1191,38.018
1192,40.724
1193,40.724
1194,37.502
1195,40.184
1196,38.032
1197,39.074
1198,75.651
1199,96.681
1200,37.502
1201,72.617
1202,102.456
1203,35.276
1204,96.681
1205,33.681
1206,97.550
1207,38.560
1208,37.502
1209,38.032
1210,38.032
1211,35.276
1212,76.180
1213,37.502
1214,38.041
1215,73.156
1216,39.099
1217,37.519
1218,39.613
1219,39.613
1220,97.221
1221,36.944
1222,72.627
1223,32.627
1224,97.221
1225,76.190
1226,73.669
1227,38.553
1228,73.669
1229,33.669
1230,38.553
1231,39.083
1232,73.669
1233,35.805
1234,37.456
1235,37.370
1236,74.183
1237,38.545
1238,37.971
1239,32.042
1240,37.370
1241,38.545
1242,36.842
1243,33.114
1244,37.971
1245,73.653
1246,73.653
1247,38.545
1248,34.183
1249,37.370
1250,32.021
1251,36.847
1252,74.181
1253,39.595
1254,74.181
1255,38.498
1256,74.710
1257,32.570
1258,36.321
1259,35.774
1260,36.847
1261,40.125
1262,37.898
1263,74.696
1264,39.588
1265,38.413
1266,34.696
1267,39.013
1268,34.696
1269,74.696
1270,75.226
1271,78.260
1272,40.110
1273,78.789
1274,34.754
1275,38.482
1276,75.823
1277,75.823
1278,37.960
1279,37.960
1280,39.611
1281,75.823
1282,37.434
1283,37.434
1284,35.290
1285,37.970
1286,76.359
1287,40.721
1288,33.669
1289,40.721
1290,37.970
1291,37.970
1292,39.546
1293,37.970
1294,76.359
1295,76.359
1296,79.393
1297,35.892
1298,76.961
1299,35.351
1300,38.571
1301,39.620
1302,38.571
1303,39.620
1304,40.148
1305,76.431
1306,37.503
1307,37.503
1308,39.097
1309,79.995
1310,37.503
1311,38.571
1312,81.111
1313,77.547
1314,80.581
1315,36.478
1316,77.547
1317,38.611
1318,35.407
1319,40.735
1320,39.158
1321,80.581
1322,77.560
1323,37.021
1324,81.124
1325,40.226
1326,77.560
1327,42.986
1328,77.522
1329,41.283
1330,39.166
1331,35.934
1332,41.283
1333,40.235
1334,35.934
1335,39.166
1336,81.658
1337,34.862
1338,78.624
1339,36.484
1340,35.401
1341,41.283
1342,92.854
1343,78.624
1344,41.813
1345,41.290
1346,79.154
1347,39.696
1348,38.624
1349,38.085
1350,82.730
1351,79.696
1352,82.730
1353,39.166
1354,42.355
1355,40.815
1356,39.204
1357,38.663
1358,83.836
1359,37.584
1360,40.815
1361,33.118
1362,37.584
1363,38.133
1364,36.511
1365,40.274
1366,39.744
1367,35.881
1368,83.307
1369,39.744
1370,83.307
1371,41.346
1372,40.275
1373,37.042
1374,83.838
1375,94.505
1376,38.115
1377,83.838
1378,43.463
1379,40.805
1380,41.346
1381,80.804
1382,35.835
1383,39.194
1384,41.346
1385,36.412
1386,41.912
1387,84.404
1388,40.301
1389,41.912
1390,41.370
1391,41.912
1392,38.680
1393,81.370
1394,39.340
1395,38.267
1396,34.875
1397,37.060
1398,40.420
1399,42.572
1400,39.340
1401,85.064
1402,41.501
1403,40.420
1404,37.043
1405,38.802
1406,96.265
1407,42.565
1408,43.107
1409,82.035
1410,82.565
1411,43.107
1412,105.581
1413,38.802
1414,40.424
1415,39.875
1416,42.565
1417,38.802
1418,42.024
1419,39.331
1420,96.794
1421,38.123
1422,40.403
1423,90.998
1424,96.794
1425,44.704
1426,86.127
1427,42.024
1428,42.006
1429,42.548
1430,83.087
1431,39.854
1432,42.548
1433,86.650
1434,44.158
1435,107.681
1436,43.087
1437,41.476
1438,39.215
1439,83.083
1440,42.044
1441,43.656
1442,39.215
1443,39.215
1444,34.815
1445,40.422
1446,38.663
1447,44.727
1448,87.219
1449,84.185
1450,38.663
1451,33.235
1452,39.793
1453,37.568
1454,37.568
1455,38.663
1456,38.663
1457,41.736
1458,38.884
1459,41.197
1460,39.437
1461,84.389
1462,43.350
1463,38.336
1464,40.521
1465,40.521
1466,39.969
1467,38.874
1468,37.771
1469,37.231
1470,36.649
1471,34.020
1472,40.635
1473,97.398
1474,36.787
1475,40.635
1476,38.968
1477,40.071
1478,40.613
1479,41.718
1480,37.318
1481,89.722
1482,100.389
1483,38.429
1484,100.389
1485,41.166
1486,34.636
1487,37.850
1488,41.698
1489,42.250
1490,41.144
1491,90.254
1492,40.603
1493,40.064
1494,35.749
1495,38.382
1496,39.492
1497,90.785
1498,38.382
1499,34.650
1500,42.781
1501,39.492
1502,41.134
1503,35.755
1504,86.649
1505,42.746
1506,43.298
1507,38.898
1508,38.898
1509,40.548
1510,41.651
1511,39.427
1512,41.113
1513,41.651
1514,41.651
1515,38.373
1516,42.193
1517,35.167
1518,40.008
1519,37.850
1520,42.746
1521,44.506
1522,40.548
1523,42.746
1524,91.302
1525,37.850
1526,42.746
1527,87.166
1528,38.373
1529,35.167
1530,37.850
1531,42.177
1532,43.824
1533,43.272
1534,39.424
1535,92.357
1536,40.481
1537,39.953
1538,42.167
1539,36.739
1540,42.706
1541,36.221
1542,42.711
1543,42.146
1544,41.025
1545,40.496
1546,43.249
1547,40.496
1548,43.249
1549,39.448
1550,44.901
1551,93.456
1552,44.347
1553,40.527
1554,41.053
1555,41.140
1556,36.884
1557,38.451
1558,43.880
1559,41.665
1560,94.069
1561,41.665
1562,46.587
1563,46.035
1564,41.662
1565,94.591
1566,42.187
1567,90.455
1568,38.456
1569,94.591
1570,42.187
1571,46.079
1572,45.538
1573,46.633
1574,45.538
1575,41.737
1576,39.053
1577,39.571
1578,43.313
1579,95.717
1580,46.608
1581,42.265
1582,40.686
1583,43.841
1584,95.717
1585,91.020
1586,41.733
1587,41.733
1588,95.717
1589,40.686
1590,41.733
1591,40.686
1592,43.314
1593,42.791
1594,41.212
1595,42.791
1596,40.107
1597,40.107
1598,43.302
1599,39.569
1600,44.878
1601,43.302
1602,43.302
1603,45.425
1604,36.897
1605,42.270
1606,42.270
1607,41.682
1608,42.270
1609,43.848
1610,40.626
1611,42.270
1612,43.316
1613,42.853
1614,42.853
1615,41.748
1616,43.899
1617,37.480
1618,41.748
1619,118.409
1620,41.209
1621,42.853
1622,43.444
1623,47.720
1624,42.856
1625,41.290
1626,43.444
1627,40.749
1628,93.777
1629,98.474
1630,40.749
1631,40.194
1632,42.339
1633,41.815
1634,42.865
1635,45.016
1636,41.274
1637,43.969
1638,43.969
1639,43.969
1640,40.720
1641,42.326
1642,99.000
1643,43.382
1644,41.815
1645,45.015
1646,43.384
1647,41.794
1648,41.240
1649,44.489
1650,41.240
1651,99.520
1652,42.335
1653,44.489
1654,42.335
1655,42.335
1656,119.502
1657,44.489
1658,45.549
1659,46.601
1660,45.023
1661,42.869
1662,45.549
1663,43.918
1664,42.328
1665,42.869
1666,46.074
1667,42.854
1668,44.961
1669,40.176
1670,44.444
1671,101.109
1672,42.829
1673,46.078
1674,44.974
1675,43.924
1676,47.125
1677,46.078
1678,48.193
1679,42.828
1680,44.970
1681,46.614
1682,43.365
1683,47.661
1684,43.919
1685,41.241
1686,46.027
1687,41.773
1688,45.509
1689,96.948
1690,44.460
1691,44.460
1692,48.177
1693,44.435
1694,47.130
1695,41.221
1696,43.881
1697,47.130
1698,43.344
1699,43.344
1700,45.486
1701,44.435
1702,44.976
1703,48.177
1704,44.435
1705,48.709
1706,46.543
1707,42.331
1708,47.704
1709,47.704
1710,102.734
1711,43.385
1712,43.918
1713,43.385
1714,102.056
1715,44.985
1716,43.916
1717,40.766
1718,41.285
1719,46.081
1720,43.916
1721,103.265
1722,46.081
1723,44.985
1724,43.916
1725,43.916
1726,43.916
1727,43.916
1728,38.968
1729,43.400
1730,103.803
1731,38.397
1732,132.338
1733,44.454
1734,44.454
1735,43.386
1736,103.648
1737,50.875
1738,45.510
1739,43.923
1740,43.923
1741,44.455
1742,103.648
1743,45.510
1744,46.047
1745,44.977
1746,103.648
1747,45.510
1748,43.386
1749,104.854
1750,45.505
1751,38.919
1752,43.392
1753,104.176
1754,46.566
1755,46.566
1756,46.033
1757,46.033
1758,46.566
1759,47.657
1760,105.382
1761,43.921
1762,47.657
1763,44.453
1764,43.934
1765,47.635
1766,44.974
1767,44.453
1768,45.511
1769,43.934
1770,46.043
1771,46.043
1772,45.506
1773,105.768
1774,42.756
1775,41.552
1776,46.018
1777,47.086
1778,129.877
1779,44.978
1780,44.978
1781,49.225
1782,48.688
1783,48.688
1784,49.225
1785,48.688
1786,45.524
1787,42.669
1788,48.155
1789,48.688
1790,48.155
1791,46.043
1792,45.524
1793,46.041
1794,49.205
1795,48.672
1796,47.082
1797,107.344
1798,47.082
1799,46.565
1800,49.196
1801,48.142
1802,44.344
1803,50.265
1804,50.265
1805,46.565
1806,47.085
1807,48.662
1808,47.085
1809,47.604
1810,46.566
1811,47.604
1812,49.185
1813,108.911
1814,44.182
1815,50.239
1816,108.911
1817,47.608
1818,47.090
1819,50.772
1820,50.243
1821,48.653
1822,48.134
1823,49.711
1824,51.834
1825,49.711
1826,48.134
1827,47.615
1828,48.134
1829,47.615
1830,48.724
1831,49.764
1832,48.205
1833,48.724
1834,48.724
1835,50.833
1836,44.218
1837,49.764
1838,40.381
1839,110.026
1840,49.764
1841,48.724
1842,49.879
1843,50.401
1844,49.879
1845,49.879
1846,48.842
1847,46.505
1848,48.842
1849,48.318
1850,47.139
1851,41.548
1852,49.372
1853,52.004
1854,50.427
1855,49.909
1856,49.385
1857,51.467
1858,50.427
1859,50.946
1860,52.004
1861,49.909
1862,132.390
1863,52.536
1864,48.206
1865,52.026
1866,48.130
1867,112.288
1868,48.764
1869,50.467
1870,52.026
1871,48.666
1872,51.003
1873,41.594
1874,47.567
1875,49.301
1876,51.522
1877,47.567
1878,51.533
1879,115.267
1880,47.546
1881,51.533
1882,47.030
1883,46.189
1884,51.533
1885,51.533
1886,43.708
1887,51.533
1888,45.342
1889,51.533
1890,48.097
1891,47.546
1892,48.634
1893,45.375
1894,52.070
1895,113.891
1896,50.368
1897,113.891
1898,49.163
1899,44.839
1900,113.891
1901,50.368
1902,49.163
1903,45.375
1904,51.445
1905,52.592
1906,45.897
1907,48.605
1908,43.704
1909,114.939
1910,48.615
1911,51.415
1912,46.927
1913,50.781
1914,53.118
1915,53.118
1916,54.677
1917,44.229
1918,53.650
1919,48.003
1920,51.948
1921,138.048
1922,53.650
1923,44.241
1924,115.471
1925,52.503
1926,48.247
1927,54.437
1928,54.437
1929,47.205
1930,47.205
1931,54.956
1932,51.530
1933,49.935
1934,52.100
1935,51.001
1936,52.100
1937,46.613
1938,50.450
1939,46.613
1940,47.205
1941,49.935
1942,54.956
1943,50.538
1944,47.216
1945,50.538
1946,47.216
1947,46.673
1948,47.216
1949,48.345
1950,47.216
1951,46.673
1952,46.673
1953,47.240
1954,47.240
1955,117.428
1956,48.376
1957,51.105
1958,47.783
1959,117.428
1960,52.172
1961,46.719
1962,47.254
1963,49.447
1964,48.318
1965,117.963
1966,53.235
1967,51.640
1968,48.850
1969,49.442
1970,45.151
1971,48.307
1972,49.979
1973,48.850
1974,47.265
1975,50.000
1976,54.324
1977,119.052
1978,53.796
1979,48.864
1980,50.537
1981,44.621
1982,53.796
1983,54.895
1984,119.602
1985,47.841
1986,50.550
1987,49.414
1988,49.957
1989,48.893
1990,119.602
1991,49.414
1992,49.957
1993,49.957
1994,48.403
1995,51.112
1996,53.842
1997,54.908
1998,49.977
1999,49.977
2000,49.455
2001,48.935
2002,48.403
2003,49.977
2004,52.727
2005,51.686
2006,47.917
2007,49.520
2008,48.992
2009,50.052
2010,44.742
2011,48.461
2012,51.628
2013,52.170
2014,121.815
2015,49.525
2016,51.628
2017,52.763
2018,121.815
2019,51.628
2020,49.525
2021,51.628
2022,52.763
2023,51.628
2024,52.704
2025,51.639
2026,122.349
2027,47.376
2028,52.704
2029,53.297
2030,51.119
2031,51.119
2032,122.349
2033,51.639
2034,50.059
2035,45.282
2036,52.704
2037,50.588
2038,53.297
2039,122.876
2040,54.360
2041,122.876
2042,50.586
2043,51.646
2044,51.646
2045,51.646
2046,52.688
2047,49.532
2048,46.851
2049,49.527
2050,52.171
2051,52.171
2052,51.639
2053,54.885
2054,45.819
2055,52.171
2056,52.691
2057,48.969
2058,49.527
2059,52.691
2060,123.400
2061,53.740
2062,48.955
2063,49.497
2064,52.167
2065,51.638
2066,49.497
2067,51.107
2068,51.638
2069,48.955
2070,52.167
2071,51.638
2072,51.638
2073,53.743
2074,48.940
2075,51.109
2076,45.737
2077,55.400
2078,124.453
2079,124.453
2080,52.691
2081,50.021
2082,50.631
2083,52.773
2084,51.189
2085,52.773
2086,51.719
2087,50.090
2088,49.550
2089,53.302
2090,53.302
2091,54.353
2092,50.090
2093,52.242
2094,50.631
2095,52.773
2096,50.090
2097,51.220
2098,125.652
2099,48.070
2100,50.139
2101,50.139
2102,53.890
2103,54.942
2104,49.627
2105,50.678
2106,49.113
2107,51.778
2108,50.678
2109,45.206
2110,51.220
2111,126.166
2112,52.292
2113,52.822
2114,52.292
2115,48.584
2116,50.141
2117,126.166
2118,53.876
2119,46.849
2120,126.166
2121,54.405
2122,51.192
2123,50.678
2124,126.703
2125,50.678
2126,51.729
2127,53.882
2128,54.413
2129,51.729
2130,49.121
2131,52.271
2132,50.678
2133,50.678
2134,46.781
2135,54.406
2136,52.796
2137,52.796
