op_index,latency_ms
908,91.059
909,91.566
910,91.566
911,97.656
912,102.946
913,92.198
914,91.690
915,92.198
916,91.690
917,91.690
918,93.375
919,49.449
920,93.375
921,93.375
922,94.415
923,49.449
924,98.429
925,92.725
926,92.218
927,92.218
928,49.976
929,91.547
930,92.218
931,91.547
932,92.725
933,93.903
934,92.725
935,93.903
936,92.725
937,91.420
938,102.753
939,95.004
940,92.802
941,93.310
942,59.751
943,92.802
944,93.310
945,92.802
946,100.077
947,93.314
948,93.822
949,93.822
950,93.822
951,94.999
952,93.822
953,95.516
954,94.999
955,95.516
956,91.932
957,50.029
958,97.879
959,99.955
960,94.497
961,49.053
962,49.584
963,94.497
964,49.584
965,99.955
966,47.842
967,50.704
968,93.989
969,92.608
970,49.131
971,97.326
972,62.070
973,50.195
974,100.566
975,105.856
976,52.360
977,49.131
978,96.286
979,49.665
980,49.131
981,96.286
982,95.108
983,99.166
984,51.315
985,94.601
986,106.485
987,49.082
988,49.760
989,95.737
990,106.485
991,95.737
992,51.944
993,101.195
994,50.824
995,103.225
996,106.485
997,49.760
998,50.293
999,52.478
1000,107.019
1001,53.003
1002,96.271
1003,49.078
1004,51.906
1005,49.078
1006,100.328
1007,106.218
1008,94.981
1009,50.215
1010,49.103
1011,99.910
1012,50.892
1013,52.505
1014,50.215
1015,96.870
1016,103.637
1017,50.892
1018,49.677
1019,96.870
1020,51.957
1021,53.602
1022,69.866
1023,50.801
1024,52.542
1025,51.478
1026,50.262
1027,53.662
1028,98.633
1029,51.478
1030,52.542
1031,51.478
1032,54.188
1033,97.455
1034,52.012
1035,53.660
1036,99.203
1037,50.832
1038,50.832
1039,50.258
1040,50.832
1041,99.203
1042,101.065
1043,98.025
1044,51.370
1045,50.832
1046,54.232
1047,96.136
1048,51.370
1049,99.203
1050,98.636
1051,53.193
1052,51.443
1053,51.443
1054,52.659
1055,51.443
1056,51.981
1057,50.870
1058,105.403
1059,55.888
1060,101.676
1061,55.388
1062,99.181
1063,50.883
1064,50.361
1065,53.738
1066,105.948
1067,103.239
1068,52.526
1069,50.875
1070,53.718
1071,99.696
1072,56.428
1073,51.929
1074,52.503
1075,53.041
1076,51.929
1077,52.503
1078,102.736
1079,53.041
1080,106.463
1081,50.218
1082,54.879
1083,53.130
1084,52.025
1085,54.345
1086,54.345
1087,53.668
1088,111.071
1089,53.130
1090,50.218
1091,51.502
1092,54.299
1093,100.954
1094,53.761
1095,50.150
1096,111.702
1097,50.849
1098,100.954
1099,50.849
1100,56.041
1101,100.954
1102,53.738
1103,52.684
1104,50.700
1105,51.399
1106,50.700
1107,54.849
1108,101.504
1109,54.311
1110,54.849
1111,51.399
1112,112.252
1113,53.206
1114,52.684
1115,49.510
1116,50.062
1117,56.079
1118,49.440
1119,53.758
1120,53.758
1121,112.804
1122,50.062
1123,53.236
1124,108.824
1125,54.863
1126,50.062
1127,51.252
1128,50.062
1129,51.951
1130,102.056
1131,105.708
1132,50.051
1133,54.370
1134,50.674
1135,50.051
1136,52.563
1137,53.848
1138,53.177
1139,53.848
1140,50.674
1141,49.521
1142,52.472
1143,53.785
1144,55.509
1145,106.316
1146,49.616
1147,53.702
1148,52.332
1149,56.040
1150,55.509
1151,52.144
1152,51.521
1153,106.860
1154,56.371
1155,56.945
1156,110.905
1157,106.860
1158,53.838
1159,56.344
1160,104.642
1161,56.176
1162,54.892
1163,55.506
1164,51.658
1165,56.498
1166,52.702
1167,53.324
1168,55.020
1169,57.003
1170,53.207
1171,52.677
1172,58.057
1173,53.830
1174,52.164
1175,105.824
1176,55.020
1177,58.107
1178,55.601
1179,54.410
1180,56.300
1181,51.529
1182,56.914
1183,106.404
1184,52.744
1185,57.584
1186,55.601
1187,53.494
1188,55.160
1189,56.350
1190,54.537
1191,56.350
1192,52.279
1193,55.160
1194,55.160
1195,55.160
1196,53.494
1197,58.334
1198,52.805
1199,117.902
1200,58.997
1201,57.713
1202,55.201
1203,57.014
1204,56.343
1205,53.469
1206,107.818
1207,54.158
1208,54.839
1209,57.695
1210,119.247
1211,54.839
1212,55.352
1213,53.624
1214,54.151
1215,59.529
1216,55.360
1217,55.360
1218,58.216
1219,56.403
1220,55.360
1221,58.915
1222,55.316
1223,58.860
1224,109.664
1225,115.122
1226,112.704
1227,56.004
1228,57.047
1229,53.656
1230,112.386
1231,120.412
1232,54.789
1233,56.537
1234,54.189
1235,53.617
1236,57.580
1237,56.537
1238,54.189
1239,60.092
1240,54.189
1241,58.722
1242,52.543
1243,54.189
1244,55.322
1245,57.580
1246,110.197
1247,52.543
1248,55.322
1249,57.050
1250,53.772
1251,110.885
1252,55.422
1253,113.607
1254,53.232
1255,53.232
1256,55.422
1257,56.010
1258,60.081
1259,54.878
1260,53.772
1261,53.772
1262,53.830
1263,111.483
1264,53.830
1265,111.483
1266,56.020
1267,53.830
1268,52.746
1269,56.020
1270,56.608
1271,57.823
1272,114.205
1273,55.097
1274,57.336
1275,56.748
1276,53.473
1277,57.336
1278,59.594
1279,54.557
1280,54.557
1281,54.557
1282,56.748
1283,112.211
1284,112.211
1285,55.206
1286,56.852
1287,55.746
1288,55.206
1289,115.582
1290,114.038
1291,58.511
1292,58.511
1293,54.649
1294,55.209
1295,58.511
1296,54.649
1297,55.733
1298,113.386
1299,57.379
1300,52.079
1301,55.733
1302,57.924
1303,57.379
1304,116.108
1305,55.733
1306,113.386
1307,57.325
1308,57.325
1309,59.555
1310,55.166
1311,57.418
1312,60.183
1313,60.183
1314,56.878
1315,56.391
1316,56.391
1317,55.161
1318,58.015
1319,115.128
1320,57.475
1321,55.731
1322,117.850
1323,58.549
1324,54.436
1325,57.475
1326,58.015
1327,58.015
1328,125.877
1329,115.766
1330,58.113
1331,116.944
1332,117.984
1333,116.944
1334,55.074
1335,60.891
1336,60.303
1337,57.029
1338,60.891
1339,58.113
1340,116.944
1341,57.029
1342,58.113
1343,59.722
1344,56.903
1345,127.049
1346,55.609
1347,127.049
1348,59.722
1349,56.333
1350,58.647
1351,117.479
1352,57.563
1353,54.360
1354,55.609
1355,54.360
1356,117.479
1357,117.995
1358,53.782
1359,56.333
1360,118.105
1361,59.274
1362,55.621
1363,53.373
1364,122.385
1365,59.274
1366,56.235
1367,122.385
1368,59.814
1369,58.190
1370,59.274
1371,51.676
1372,59.274
1373,53.886
1374,54.986
1375,53.373
1376,52.843
1377,59.326
1378,59.850
1379,57.536
1380,56.197
1381,54.985
1382,58.766
1383,58.106
1384,59.290
1385,54.986
1386,59.290
1387,53.381
1388,53.943
1389,58.059
1390,54.472
1391,53.943
1392,56.086
1393,56.720
1394,119.205
1395,58.629
1396,58.059
1397,53.381
1398,56.086
1399,56.086
1400,118.027
1401,56.640
1402,54.497
1403,55.027
1404,59.844
1405,53.329
1406,59.184
1407,118.581
1408,56.063
1409,54.497
1410,118.581
1411,55.540
1412,56.640
1413,56.063
1414,55.133
1415,59.820
1416,124.675
1417,59.250
1418,56.699
1419,52.641
1420,52.641
1421,60.480
1422,119.217
1423,53.224
1424,55.663
1425,53.224
1426,55.133
1427,52.088
1428,59.250
1429,56.699
1430,121.060
1431,61.145
1432,128.582
1433,62.229
1434,55.799
1435,58.576
1436,56.841
1437,53.307
1438,56.841
1439,57.941
1440,119.883
1441,52.753
1442,53.887
1443,53.887
1444,59.156
1445,59.771
1446,49.696
1447,52.812
1448,120.463
1449,121.641
1450,121.641
1451,52.812
1452,59.771
1453,120.463
1454,49.191
1455,125.921
1456,120.463
1457,58.013
1458,51.437
1459,59.747
1460,58.013
1461,60.362
1462,59.747
1463,55.061
1464,121.054
1465,126.512
1466,122.232
1467,58.536
1468,55.061
1469,52.202
1470,127.083
1471,55.049
1472,55.631
1473,59.684
1474,121.625
1475,121.625
1476,127.083
1477,55.049
1478,121.625
1479,56.373
1480,52.007
1481,127.083
1482,60.215
1483,122.156
1484,53.937
1485,58.601
1486,122.156
1487,53.937
1488,55.580
1489,122.156
1490,122.156
1491,56.904
1492,49.130
1493,55.580
1494,50.884
1495,47.212
1496,46.575
1497,52.000
1498,49.742
1499,53.150
1500,58.683
1501,59.213
1502,128.225
1503,58.121
1504,46.032
1505,46.032
1506,122.767
1507,47.212
1508,56.191
1509,49.742
1510,46.609
1511,47.789
1512,56.768
1513,57.351
1514,57.351
1515,130.112
1516,123.344
1517,57.351
1518,55.126
1519,50.319
1520,50.319
1521,123.865
1522,48.310
1523,48.310
1524,57.872
1525,53.098
1526,123.865
1527,123.865
1528,123.865
1529,57.289
1530,123.865
1531,129.323
1532,47.673
1533,52.593
1534,45.547
1535,47.130
1536,46.164
1537,58.490
1538,48.928
1539,46.691
1540,48.928
1541,53.211
1542,57.907
1543,51.457
1544,124.483
1545,49.480
1546,48.291
1547,56.832
1548,51.457
1549,46.691
1550,46.834
1551,46.296
1552,130.610
1553,48.416
1554,52.127
1555,45.752
1556,52.127
1557,126.846
1558,49.597
1559,45.752
1560,45.221
1561,48.416
1562,55.535
1563,48.455
1564,52.690
1565,47.397
1566,45.784
1567,50.160
1568,44.701
1569,136.463
1570,49.523
1571,48.455
1572,46.349
1573,53.255
1574,126.280
1575,50.088
1576,53.255
1577,126.280
1578,50.088
1579,46.881
1580,45.266
1581,45.266
1582,53.255
1583,46.349
1584,46.349
1585,46.881
1586,49.020
1587,48.570
1588,51.886
1589,49.629
1590,126.889
1591,48.570
1592,47.489
1593,126.889
1594,53.863
1595,45.328
1596,137.637
1597,48.033
1598,54.388
1599,47.483
1600,127.414
1601,46.938
1602,50.678
1603,49.621
1604,51.222
1605,51.222
1606,46.400
1607,50.153
1608,48.014
1609,48.014
1610,54.388
1611,47.483
1612,53.008
1613,49.693
1614,47.535
1615,49.155
1616,46.997
1617,138.759
1618,46.451
1619,128.011
1620,49.693
1621,48.611
1622,52.456
1623,48.080
1624,51.321
1625,128.582
1626,46.477
1627,47.567
1628,128.582
1629,47.021
1630,51.846
1631,46.477
1632,55.556
1633,55.556
1634,46.477
1635,48.105
1636,46.477
1637,49.725
1638,56.136
1639,51.369
1640,49.762
1641,47.601
1642,49.230
1643,47.057
1644,47.057
1645,48.147
1646,47.057
1647,47.057
1648,49.326
1649,129.802
1650,132.019
1651,47.058
1652,49.871
1653,50.946
1654,47.058
1655,48.788
1656,46.481
1657,45.196
1658,45.963
1659,45.963
1660,50.402
1661,50.402
1662,49.932
1663,48.848
1664,45.802
1665,48.304
1666,45.226
1667,44.696
1668,48.304
1669,50.478
1670,48.848
1671,45.226
1672,46.570
1673,44.696
1674,48.848
1675,48.906
1676,44.738
1677,46.404
1678,47.171
1679,46.404
1680,45.828
1681,48.267
1682,47.690
1683,44.104
1684,45.297
1685,48.906
1686,46.404
1687,44.104
1688,47.881
1689,142.468
1690,50.159
1691,50.706
1692,46.007
1693,45.448
1694,49.616
1695,44.813
1696,47.881
1697,45.448
1698,47.113
1699,48.399
1700,48.976
1701,51.244
1702,46.007
1703,50.706
1704,45.973
1705,48.406
1706,48.925
1707,44.705
1708,48.406
1709,47.639
1710,49.501
1711,48.925
1712,45.339
1713,47.639
1714,44.705
1715,48.406
1716,46.532
1717,47.587
1718,50.665
1719,47.587
1720,48.163
1721,49.449
1722,44.618
1723,48.163
1724,48.931
1725,46.498
1726,45.863
1727,46.498
1728,44.618
1729,48.163
1730,45.229
1731,46.498
1732,45.833
1733,44.675
1734,50.629
1735,50.053
1736,50.053
1737,45.222
1738,48.191
1739,48.191
1740,47.660
1741,45.833
1742,48.767
1743,47.101
1744,47.101
1745,48.705
1746,50.049
1747,45.189
1748,46.981
1749,51.144
1750,47.616
1751,49.281
1752,46.347
1753,49.585
1754,51.448
1755,51.448
1756,46.041
1757,50.871
1758,46.041
1759,49.009
1760,51.448
1761,48.479
1762,48.479
1763,47.285
1764,49.009
1765,50.353
1766,45.493
1767,49.585
1768,46.651
1769,49.685
1770,48.596
1771,49.155
1772,47.961
1773,51.029
1774,47.327
1775,46.717
1776,47.327
1777,49.155
1778,45.581
1779,45.581
1780,46.690
1781,47.238
1782,45.569
1783,50.206
1784,47.238
1785,47.238
1786,48.482
1787,48.482
1788,49.117
1789,45.569
1790,44.968
1791,50.783
1792,46.095
1793,50.202
1794,49.009
1795,45.495
1796,44.962
1797,49.643
1798,46.629
1799,44.962
1800,46.629
1801,47.764
1802,48.375
1803,46.095
1804,48.375
1805,47.217
1806,47.247
1807,45.580
1808,44.967
1809,44.335
1810,47.247
1811,49.627
1812,46.713
1813,46.113
1814,48.993
1815,46.113
1816,48.901
1817,44.854
1818,46.099
1819,47.232
1820,46.099
1821,46.632
1822,45.486
1823,50.146
1824,44.854
1825,49.512
1826,48.354
1827,44.327
1828,48.378
1829,45.467
1830,47.244
1831,47.845
1832,48.378
1833,46.711
1834,47.244
1835,48.378
1836,50.124
1837,46.711
1838,47.845
1839,45.467
1840,49.514
1841,48.378
1842,48.966
1843,47.244
1844,48.415
1845,46.668
1846,45.510
1847,44.925
1848,47.814
1849,44.925
1850,50.695
1851,46.668
1852,48.415
1853,47.814
1854,46.037
1855,47.281
1856,49.555
1857,47.275
1858,50.143
1859,47.888
1860,46.116
1861,45.531
1862,47.275
1863,48.421
1864,49.021
1865,46.643
1866,50.143
1867,50.132
1868,50.720
1869,45.597
1870,48.998
1871,49.599
1872,48.465
1873,47.852
1874,45.597
1875,46.693
1876,46.109
1877,48.465
1878,48.998
1879,45.597
1880,49.040
1881,51.295
1882,47.795
1883,46.171
1884,51.295
1885,46.171
1886,46.683
1887,50.173
1888,48.427
1889,50.173
1890,47.795
1891,49.573
1892,49.584
1893,49.584
1894,47.812
1895,46.716
1896,50.718
1897,47.812
1898,47.228
1899,48.971
1900,48.971
1901,46.716
1902,46.716
1903,47.812
1904,48.340
1905,48.340
1906,48.971
1907,47.812
1908,50.658
1909,51.259
1910,50.125
1911,46.581
1912,51.259
1913,45.970
1914,45.970
1915,45.341
1916,46.581
1917,49.512
1918,45.341
1919,44.734
1920,48.294
1921,44.734
1922,47.107
1923,44.148
1924,47.107
1925,45.866
1926,44.148
1927,43.579
1928,48.879
1929,49.406
1930,47.638
1931,43.499
1932,47.638
1933,46.398
1934,46.398
1935,50.569
1936,45.265
1937,53.437
1938,45.864
1939,45.864
1940,47.027
1941,49.938
1942,44.680
1943,45.866
1944,43.555
1945,50.538
1946,153.485
1947,45.281
1948,50.538
1949,49.426
1950,48.239
1951,46.465
1952,44.100
1953,44.711
1954,50.011
1955,48.914
1956,43.555
1957,47.532
1958,46.399
1959,43.573
1960,48.161
1961,49.959
1962,48.772
1963,45.813
1964,46.998
1965,47.532
1966,48.161
1967,46.327
1968,46.912
1969,51.057
1970,48.045
1971,46.327
1972,45.757
1973,46.327
1974,46.912
1975,45.146
1976,45.146
1977,48.674
1978,49.285
1979,50.541
1980,44.667
1981,44.667
1982,47.493
1983,44.040
1984,49.255
1985,46.338
1986,48.092
1987,45.182
1988,47.493
1989,49.255
1990,48.092
1991,50.541
1992,44.040
1993,48.626
1994,47.526
1995,49.874
1996,47.526
1997,46.957
1998,48.112
1999,46.346
2000,48.711
2001,45.801
2002,48.112
2003,45.286
2004,51.160
2005,50.485
2006,45.286
2007,49.874
2008,46.957
2009,45.286
2010,48.785
2011,47.019
2012,45.332
2013,48.199
2014,49.918
2015,50.547
2016,49.918
2017,47.019
2018,50.547
2019,52.930
2020,46.474
2021,45.332
2022,49.384
2023,49.918
2024,48.785
2025,51.070
2026,46.482
2027,51.681
2028,48.153
2029,48.153
2030,47.542
2031,45.224
2032,49.308
2033,44.674
2034,45.224
2035,48.722
2036,46.482
2037,44.122
2038,48.153
2039,50.520
2040,48.155
2041,44.734
2042,49.921
2043,48.155
2044,51.683
2045,47.095
2046,47.610
2047,49.335
2048,44.734
2049,44.123
2050,45.837
2051,44.123
2052,45.287
2053,47.753
2054,48.813
2055,158.197
2056,49.424
2057,47.126
2058,48.268
2059,43.311
2060,42.452
2061,45.945
2062,44.781
2063,44.218
2064,51.755
2065,42.707
2066,158.774
2067,45.969
2068,50.001
2069,47.071
2070,46.521
2071,48.330
2072,45.969
2073,44.218
2074,47.703
2075,45.357
2076,50.001
2077,48.908
2078,49.423
2079,47.100
2080,45.936
2081,50.579
2082,48.908
2083,48.908
2084,47.626
2085,47.074
2086,43.812
2087,47.626
2088,47.074
2089,45.854
2090,48.807
2091,48.176
2092,43.306
2093,42.726
2094,45.713
2095,46.044
2096,42.697
2097,47.795
2098,47.183
2099,48.347
2100,42.033
2101,44.533
2102,46.575
2103,50.153
2104,46.338
2105,49.522
2106,48.420
2107,48.420
2108,44.652
2109,44.738
2110,49.638
2111,43.989
2112,49.638
2113,50.188
2114,50.820
2115,43.989
2116,45.319
2117,43.989
2118,47.867
2119,46.500
2120,46.605
2121,48.116
2122,49.867
2123,50.419
2124,50.419
2125,45.519
2126,47.785
2127,50.969
2128,50.463
2129,46.695
2130,45.365
2131,45.365
2132,50.463
2133,46.695
2134,47.254
2135,49.802
2136,51.574
2137,45.924
